Plot,Unit,Treatment,PFT_simple,Mortality_frac_yr,Total_count,SE_plot,Timeframe
0340-00124,340,Burn,fir,0.06458565330651467,8,0.08690105486520673,2001-2003
0340-00124,340,Burn,pine,0.0,1,0.0,2001-2003
0350-00002,350,Thin,cedar,0.6666666666666667,9,0.15713484026367722,2001-2003
0350-00002,350,Thin,fir,0.0,1,0.0,2001-2003
0350-00002,350,Thin,pine,0.0,2,0.0,2001-2003
0350-00002,350,Thin,psme,0.42264973081037427,3,0.2851998923891174,2001-2003
0350-00003,350,Thin,cedar,0.7705842661294382,19,0.0964594692421841,2001-2003
0350-00003,350,Thin,fir,0.0,5,0.0,2001-2003
0350-00003,350,Thin,pine,0.0,2,0.0,2001-2003
0350-00003,350,Thin,psme,0.0,1,0.0,2001-2003
0350-00005,350,Thin,cedar,0.6464466094067263,8,0.1690241811817446,2001-2003
0350-00005,350,Thin,fir,0.6666666666666667,9,0.15713484026367722,2001-2003
0350-00005,350,Thin,pine,0.2928932188134524,2,0.3217971264527913,2001-2003
0350-00005,350,Thin,psme,0.2254033307585166,5,0.18686715561675538,2001-2003
0350-00101,350,Thin,cedar,0.42264973081037427,12,0.1425999461945587,2001-2003
0350-00101,350,Thin,fir,0.2022759647825344,11,0.12111617220061877,2001-2003
0350-00101,350,Thin,oak,0.0,5,0.0,2001-2003
0350-00101,350,Thin,pine,0.0,2,0.0,2001-2003
0350-00102,350,Thin,cedar,0.5799159747915971,17,0.11970882246053861,2001-2003
0350-00102,350,Thin,fir,0.33333333333333337,9,0.15713484026367724,2001-2003
0350-00102,350,Thin,psme,0.2928932188134524,2,0.3217971264527913,2001-2003
0350-00103,350,Thin,cedar,0.17084380241115005,16,0.09409310468521656,2001-2003
0350-00103,350,Thin,fir,0.3385621722338523,16,0.11830517416995855,2001-2003
0350-00103,350,Thin,oak,0.0,5,0.0,2001-2003
0350-00103,350,Thin,pine,0.0,1,0.0,2001-2003
0350-00103,350,Thin,psme,0.0,1,0.0,2001-2003
0350-00105,350,Thin,cedar,0.3798263270539577,13,0.13461006029687198,2001-2003
0350-00105,350,Thin,fir,0.44529980377477085,13,0.13784268863535973,2001-2003
0350-00105,350,Thin,oak,0.0,2,0.0,2001-2003
0350-00106,350,Thin,cedar,0.7867992836443896,22,0.08732024937005395,2001-2003
0350-00106,350,Thin,fir,0.2928932188134524,10,0.14391204994250742,2001-2003
0350-00106,350,Thin,pine,0.2928932188134524,2,0.3217971264527913,2001-2003
0350-00109,350,Thin,cedar,0.3545027756320972,12,0.138091321746769,2001-2003
0350-00109,350,Thin,fir,0.3675444679663241,5,0.21561796401676547,2001-2003
0350-00109,350,Thin,psme,0.42264973081037427,3,0.2851998923891174,2001-2003
0350-00110,350,Thin,cedar,0.591751709536137,6,0.20065792774321026,2001-2003
0350-00110,350,Thin,fir,0.2254033307585166,5,0.18686715561675538,2001-2003
0350-00110,350,Thin,oak,0.2928932188134524,2,0.3217971264527913,2001-2003
0350-00110,350,Thin,psme,0.2928932188134524,2,0.3217971264527913,2001-2003
0350-00111,350,Thin,cedar,0.5,12,0.14433756729740643,2001-2003
0350-00111,350,Thin,fir,0.2254033307585166,5,0.18686715561675538,2001-2003
0350-00111,350,Thin,oak,0.2928932188134524,2,0.3217971264527913,2001-2003
0350-00111,350,Thin,pine,0.0,3,0.0,2001-2003
0350-00111,350,Thin,psme,0.0,1,0.0,2001-2003
0350-00112,350,Thin,cedar,0.6464466094067263,8,0.1690241811817446,2001-2003
0350-00112,350,Thin,fir,0.4654775161751512,14,0.13331171797990793,2001-2003
0350-00112,350,Thin,psme,0.1339745962155614,4,0.17031250965830336,2001-2003
0350-00113,350,Thin,cedar,0.0,3,0.0,2001-2003
0350-00113,350,Thin,fir,0.2546440075000701,9,0.14522030656304172,2001-2003
0350-00113,350,Thin,pine,0.2928932188134524,2,0.3217971264527913,2001-2003
0350-00113,350,Thin,psme,0.42264973081037427,3,0.2851998923891174,2001-2003
0350-00115,350,Thin,cedar,0.591751709536137,6,0.20065792774321026,2001-2003
0350-00115,350,Thin,fir,0.3675444679663241,5,0.21561796401676547,2001-2003
0350-00115,350,Thin,oak,0.0,1,0.0,2001-2003
0350-00115,350,Thin,psme,0.0,1,0.0,2001-2003
0350-00116,350,Thin,cedar,0.5527864045000421,10,0.15723027555148467,2001-2003
0350-00116,350,Thin,fir,0.42264973081037427,3,0.2851998923891174,2001-2003
0350-00116,350,Thin,oak,0.2928932188134524,2,0.3217971264527913,2001-2003
0350-00116,350,Thin,pine,0.18350341907227397,3,0.2234799873672953,2001-2003
0350-00116,350,Thin,psme,0.0,2,0.0,2001-2003
0350-00117,350,Thin,cedar,0.44529980377477085,13,0.13784268863535973,2001-2003
0350-00117,350,Thin,fir,0.5527864045000421,5,0.22235718810056848,2001-2003
0350-00117,350,Thin,pine,0.2928932188134524,2,0.3217971264527913,2001-2003
0350-00117,350,Thin,psme,0.4654775161751512,7,0.18853123959044296,2001-2003
0350-00119,350,Thin,cedar,0.3798263270539577,13,0.13461006029687198,2001-2003
0350-00119,350,Thin,fir,0.2928932188134524,4,0.22754493028111367,2001-2003
0350-00119,350,Thin,oak,0.1339745962155614,4,0.17031250965830336,2001-2003
0350-00119,350,Thin,pine,0.0,1,0.0,2001-2003
0350-00119,350,Thin,psme,0.0,1,0.0,2001-2003
0380-00002,380,Burn+Thin,cedar,0.0,1,0.0,2001-2003
0380-00002,380,Burn+Thin,fir,0.2254033307585166,5,0.18686715561675538,2001-2003
0380-00002,380,Burn+Thin,pine,0.0,1,0.0,2001-2003
0380-00002,380,Burn+Thin,psme,0.0,1,0.0,2001-2003
0380-00004,380,Burn+Thin,cedar,0.6984886554222364,11,0.13836784100514393,2001-2003
0380-00004,380,Burn+Thin,fir,0.2254033307585166,5,0.18686715561675538,2001-2003
0380-00004,380,Burn+Thin,oak,0.0,1,0.0,2001-2003
0380-00004,380,Burn+Thin,pine,0.0,1,0.0,2001-2003
0380-00004,380,Burn+Thin,psme,0.1339745962155614,4,0.17031250965830336,2001-2003
0380-00006,380,Burn+Thin,cedar,0.6464466094067263,8,0.1690241811817446,2001-2003
0380-00006,380,Burn+Thin,fir,0.2928932188134524,2,0.3217971264527913,2001-2003
0380-00006,380,Burn+Thin,pine,0.2928932188134524,2,0.3217971264527913,2001-2003
0380-00006,380,Burn+Thin,psme,0.1339745962155614,4,0.17031250965830336,2001-2003
0380-00010,380,Burn+Thin,cedar,0.0,1,0.0,2001-2003
0380-00010,380,Burn+Thin,fir,0.42264973081037427,3,0.2851998923891174,2001-2003
0380-00010,380,Burn+Thin,pine,0.0,1,0.0,2001-2003
0380-00010,380,Burn+Thin,psme,0.18350341907227397,3,0.2234799873672953,2001-2003
0380-00015,380,Burn+Thin,cedar,0.2928932188134524,2,0.3217971264527913,2001-2003
0380-00015,380,Burn+Thin,oak,0.0,3,0.0,2001-2003
0380-00015,380,Burn+Thin,pine,0.18350341907227397,3,0.2234799873672953,2001-2003
0380-00015,380,Burn+Thin,psme,0.0,4,0.0,2001-2003
0380-00102,380,Burn+Thin,cedar,0.2254033307585166,15,0.1078878025980334,2001-2003
0380-00102,380,Burn+Thin,fir,0.0,1,0.0,2001-2003
0380-00102,380,Burn+Thin,pine,0.0,2,0.0,2001-2003
0380-00102,380,Burn+Thin,psme,0.2928932188134524,4,0.22754493028111367,2001-2003
0380-00103,380,Burn+Thin,cedar,0.39302302133311606,19,0.11205166243518987,2001-2003
0380-00103,380,Burn+Thin,fir,0.0,1,0.0,2001-2003
0380-00103,380,Burn+Thin,oak,0.2928932188134524,2,0.3217971264527913,2001-2003
0380-00103,380,Burn+Thin,pine,0.0,1,0.0,2001-2003
0380-00103,380,Burn+Thin,psme,0.2928932188134524,2,0.3217971264527913,2001-2003
0380-00104,380,Burn+Thin,cedar,0.3675444679663241,5,0.21561796401676547,2001-2003
0380-00104,380,Burn+Thin,fir,0.1339745962155614,4,0.17031250965830336,2001-2003
0380-00104,380,Burn+Thin,oak,0.2928932188134524,2,0.3217971264527913,2001-2003
0380-00104,380,Burn+Thin,pine,0.0,1,0.0,2001-2003
0380-00104,380,Burn+Thin,psme,0.2254033307585166,5,0.18686715561675538,2001-2003
0380-00107,380,Burn+Thin,fir,0.42264973081037427,6,0.20166677790201853,2001-2003
0380-00107,380,Burn+Thin,oak,0.2928932188134524,2,0.3217971264527913,2001-2003
0380-00107,380,Burn+Thin,pine,0.0,1,0.0,2001-2003
0380-00107,380,Burn+Thin,psme,0.42264973081037427,12,0.1425999461945587,2001-2003
0380-00110,380,Burn+Thin,cedar,0.20943058495790512,8,0.1438616588263247,2001-2003
0380-00110,380,Burn+Thin,fir,0.0,1,0.0,2001-2003
0380-00110,380,Burn+Thin,pine,0.0,4,0.0,2001-2003
0380-00112,380,Burn+Thin,cedar,0.0,4,0.0,2001-2003
0380-00112,380,Burn+Thin,fir,0.2928932188134524,6,0.1857896575819671,2001-2003
0380-00112,380,Burn+Thin,oak,0.2928932188134524,2,0.3217971264527913,2001-2003
0380-00112,380,Burn+Thin,psme,0.0,3,0.0,2001-2003
0380-00113,380,Burn+Thin,cedar,0.15484574527148343,7,0.1367315098195847,2001-2003
0380-00113,380,Burn+Thin,fir,0.0871290708247231,12,0.08141334649078506,2001-2003
0380-00113,380,Burn+Thin,pine,0.0,3,0.0,2001-2003
0380-00113,380,Burn+Thin,psme,0.0,2,0.0,2001-2003
0380-00114,380,Burn+Thin,cedar,0.0,1,0.0,2001-2003
0380-00114,380,Burn+Thin,fir,0.18350341907227397,3,0.2234799873672953,2001-2003
0380-00114,380,Burn+Thin,oak,0.0,2,0.0,2001-2003
0380-00114,380,Burn+Thin,pine,0.0,2,0.0,2001-2003
0380-00114,380,Burn+Thin,psme,0.0,6,0.0,2001-2003
0380-00117,380,Burn+Thin,cedar,0.3675444679663241,5,0.21561796401676547,2001-2003
0380-00117,380,Burn+Thin,fir,0.42264973081037427,3,0.2851998923891174,2001-2003
0380-00117,380,Burn+Thin,pine,0.0,2,0.0,2001-2003
0380-00117,380,Burn+Thin,psme,0.2928932188134524,2,0.3217971264527913,2001-2003
0380-00118,380,Burn+Thin,cedar,0.0,3,0.0,2001-2003
0380-00118,380,Burn+Thin,fir,0.2928932188134524,6,0.1857896575819671,2001-2003
0380-00118,380,Burn+Thin,pine,0.0,2,0.0,2001-2003
0380-00119,380,Burn+Thin,cedar,0.38762756430420553,8,0.17225433074954696,2001-2003
0380-00119,380,Burn+Thin,fir,0.5,4,0.25,2001-2003
0380-00119,380,Burn+Thin,oak,0.0,1,0.0,2001-2003
0380-00119,380,Burn+Thin,pine,0.0,2,0.0,2001-2003
0380-00119,380,Burn+Thin,psme,0.0,1,0.0,2001-2003
0380-00120,380,Burn+Thin,cedar,0.0,3,0.0,2001-2003
0380-00120,380,Burn+Thin,fir,0.1339745962155614,4,0.17031250965830336,2001-2003
0380-00120,380,Burn+Thin,oak,0.0,1,0.0,2001-2003
0380-00120,380,Burn+Thin,pine,0.0,2,0.0,2001-2003
0380-00120,380,Burn+Thin,psme,0.3453463292920229,7,0.1797149497464362,2001-2003
0380-00125,380,Burn+Thin,cedar,0.18350341907227397,3,0.2234799873672953,2001-2003
0380-00125,380,Burn+Thin,fir,0.2928932188134524,4,0.22754493028111367,2001-2003
0380-00125,380,Burn+Thin,other_hardwood,0.0,1,0.0,2001-2003
0380-00125,380,Burn+Thin,pine,0.18350341907227397,3,0.2234799873672953,2001-2003
0380-00125,380,Burn+Thin,psme,0.0,2,0.0,2001-2003
0380-00126,380,Burn+Thin,cedar,0.0,10,0.0,2001-2003
0380-00126,380,Burn+Thin,fir,0.0,1,0.0,2001-2003
0380-00126,380,Burn+Thin,pine,0.2928932188134524,2,0.3217971264527913,2001-2003
0380-00126,380,Burn+Thin,psme,0.0,2,0.0,2001-2003
0380-00127,380,Burn+Thin,cedar,0.0,8,0.0,2001-2003
0380-00127,380,Burn+Thin,fir,0.5,8,0.1767766952966369,2001-2003
0380-00127,380,Burn+Thin,oak,0.0,1,0.0,2001-2003
0380-00127,380,Burn+Thin,pine,0.0,1,0.0,2001-2003
0380-00127,380,Burn+Thin,psme,0.2928932188134524,2,0.3217971264527913,2001-2003
0400-00002,400,Burn,cedar,0.0,5,0.0,2001-2003
0400-00002,400,Burn,fir,0.0,1,0.0,2001-2003
0400-00002,400,Burn,psme,0.0,2,0.0,2001-2003
0400-00009,400,Burn,cedar,0.0,9,0.0,2001-2003
0400-00009,400,Burn,fir,0.0,12,0.0,2001-2003
0400-00009,400,Burn,oak,0.0,1,0.0,2001-2003
0400-00009,400,Burn,pine,0.0,1,0.0,2001-2003
0400-00009,400,Burn,psme,0.07417990022744858,7,0.0990506671425534,2001-2003
0400-00022,400,Burn,cedar,0.11808289631180313,9,0.10756875109560762,2001-2003
0400-00022,400,Burn,pine,0.0,2,0.0,2001-2003
0400-00022,400,Burn,psme,0.0,6,0.0,2001-2003
0400-00023,400,Burn,cedar,0.0,10,0.0,2001-2003
0400-00023,400,Burn,fir,0.0,2,0.0,2001-2003
0400-00023,400,Burn,psme,0.0,3,0.0,2001-2003
0400-00023,400,Burn,unknown,0.0,1,0.0,2001-2003
0400-00024,400,Burn,cedar,0.42264973081037427,3,0.2851998923891174,2001-2003
0400-00024,400,Burn,fir,0.18350341907227397,3,0.2234799873672953,2001-2003
0400-00024,400,Burn,pine,0.0,1,0.0,2001-2003
0400-00024,400,Burn,psme,0.0,6,0.0,2001-2003
0400-00101,400,Burn,cedar,0.0871290708247231,6,0.11513585876544825,2001-2003
0400-00101,400,Burn,fir,0.10557280900008414,5,0.137424299889005,2001-2003
0400-00101,400,Burn,pine,0.0,2,0.0,2001-2003
0400-00101,400,Burn,psme,0.0,1,0.0,2001-2003
0400-00102,400,Burn,fir,0.16794970566215628,13,0.10367946240888914,2001-2003
0400-00102,400,Burn,pine,0.2928932188134524,2,0.3217971264527913,2001-2003
0400-00102,400,Burn,psme,0.15484574527148343,7,0.1367315098195847,2001-2003
0400-00103,400,Burn,cedar,0.0,2,0.0,2001-2003
0400-00103,400,Burn,fir,0.0,4,0.0,2001-2003
0400-00103,400,Burn,oak,0.0,1,0.0,2001-2003
0400-00103,400,Burn,pine,0.0,1,0.0,2001-2003
0400-00103,400,Burn,psme,0.0,7,0.0,2001-2003
0400-00104,400,Burn,cedar,0.12552536780479384,17,0.08035536873687484,2001-2003
0400-00104,400,Burn,fir,0.1339745962155614,4,0.17031250965830336,2001-2003
0400-00104,400,Burn,pine,0.0,1,0.0,2001-2003
0400-00104,400,Burn,psme,0.0,8,0.0,2001-2003
0400-00105,400,Burn,cedar,0.0,5,0.0,2001-2003
0400-00105,400,Burn,fir,0.0,6,0.0,2001-2003
0400-00105,400,Burn,pine,0.0,3,0.0,2001-2003
0400-00105,400,Burn,psme,0.15484574527148343,7,0.1367315098195847,2001-2003
0400-00106,400,Burn,cedar,0.16794970566215628,13,0.10367946240888914,2001-2003
0400-00106,400,Burn,fir,0.2928932188134524,8,0.16089856322639565,2001-2003
0400-00106,400,Burn,pine,0.0,3,0.0,2001-2003
0400-00106,400,Burn,psme,0.2254033307585166,5,0.18686715561675538,2001-2003
0400-00108,400,Burn,cedar,0.18350341907227397,3,0.2234799873672953,2001-2003
0400-00108,400,Burn,fir,0.04653741075440765,11,0.06351211778055586,2001-2003
0400-00108,400,Burn,pine,0.0,3,0.0,2001-2003
0400-00108,400,Burn,psme,0.1339745962155614,4,0.17031250965830336,2001-2003
0400-00109,400,Burn,cedar,0.0,6,0.0,2001-2003
0400-00109,400,Burn,fir,0.18350341907227397,3,0.2234799873672953,2001-2003
0400-00109,400,Burn,pine,0.0,4,0.0,2001-2003
0400-00109,400,Burn,psme,0.0,2,0.0,2001-2003
0400-00110,400,Burn,cedar,0.42264973081037427,3,0.2851998923891174,2001-2003
0400-00110,400,Burn,fir,0.057190958417936644,9,0.07740237772200145,2001-2003
0400-00110,400,Burn,pine,0.0,3,0.0,2001-2003
0400-00110,400,Burn,psme,0.0,3,0.0,2001-2003
0400-00112,400,Burn,fir,0.2022759647825344,11,0.12111617220061877,2001-2003
0400-00112,400,Burn,oak,0.0,2,0.0,2001-2003
0400-00112,400,Burn,pine,0.0,4,0.0,2001-2003
0400-00112,400,Burn,psme,0.10557280900008414,5,0.137424299889005,2001-2003
0400-00116,400,Burn,cedar,0.39697731084447274,11,0.14752082303530872,2001-2003
0400-00116,400,Burn,fir,0.0,1,0.0,2001-2003
0400-00116,400,Burn,pine,0.2928932188134524,2,0.3217971264527913,2001-2003
0400-00116,400,Burn,psme,0.10557280900008414,5,0.137424299889005,2001-2003
0400-00118,400,Burn,cedar,0.036375888340568485,28,0.035381938031391794,2001-2003
0400-00118,400,Burn,fir,0.0,5,0.0,2001-2003
0400-00118,400,Burn,psme,0.0,4,0.0,2001-2003
0400-00119,400,Burn,cedar,0.05313584705200136,29,0.041652266904433854,2001-2003
0400-00119,400,Burn,fir,0.0,3,0.0,2001-2003
0400-00119,400,Burn,pine,0.2928932188134524,2,0.3217971264527913,2001-2003
0400-00120,400,Burn,cedar,0.0,4,0.0,2001-2003
0400-00120,400,Burn,fir,0.0,8,0.0,2001-2003
0400-00120,400,Burn,oak,0.0,1,0.0,2001-2003
0400-00120,400,Burn,pine,0.0,2,0.0,2001-2003
0400-00120,400,Burn,psme,0.0,1,0.0,2001-2003
0400-00121,400,Burn,cedar,0.4023856953328032,14,0.1310592689054241,2001-2003
0400-00121,400,Burn,fir,0.1339745962155614,4,0.17031250965830336,2001-2003
0400-00121,400,Burn,pine,0.0,4,0.0,2001-2003
0400-00121,400,Burn,psme,0.0,1,0.0,2001-2003
0490-00004,490,Thin,cedar,0.5,4,0.25,2001-2003
0490-00004,490,Thin,fir,0.2254033307585166,5,0.18686715561675538,2001-2003
0490-00004,490,Thin,oak,0.0,1,0.0,2001-2003
0490-00004,490,Thin,psme,0.1339745962155614,4,0.17031250965830336,2001-2003
0490-00008,490,Thin,cedar,0.0,2,0.0,2001-2003
0490-00008,490,Thin,fir,0.1339745962155614,4,0.17031250965830336,2001-2003
0490-00008,490,Thin,pine,0.0,1,0.0,2001-2003
0490-00008,490,Thin,psme,0.2928932188134524,4,0.22754493028111367,2001-2003
0490-00018,490,Thin,cedar,0.0,1,0.0,2001-2003
0490-00018,490,Thin,fir,0.3675444679663241,5,0.21561796401676547,2001-2003
0490-00018,490,Thin,oak,0.0,1,0.0,2001-2003
0490-00018,490,Thin,other_hardwood,0.0,1,0.0,2001-2003
0490-00018,490,Thin,psme,0.0,2,0.0,2001-2003
0490-00020,490,Thin,cedar,0.0,3,0.0,2001-2003
0490-00020,490,Thin,fir,0.1339745962155614,4,0.17031250965830336,2001-2003
0490-00020,490,Thin,psme,0.33333333333333337,9,0.15713484026367724,2001-2003
0490-00033,490,Thin,cedar,0.5,4,0.25,2001-2003
0490-00033,490,Thin,psme,0.2928932188134524,6,0.1857896575819671,2001-2003
0490-00035,490,Thin,cedar,0.591751709536137,6,0.20065792774321026,2001-2003
0490-00035,490,Thin,fir,0.2928932188134524,6,0.1857896575819671,2001-2003
0490-00035,490,Thin,pine,0.0,2,0.0,2001-2003
0490-00035,490,Thin,psme,0.0,2,0.0,2001-2003
0490-00041,490,Thin,cedar,0.0,6,0.0,2001-2003
0490-00041,490,Thin,fir,0.4654775161751512,7,0.18853123959044296,2001-2003
0490-00041,490,Thin,pine,0.2928932188134524,2,0.3217971264527913,2001-2003
0490-00041,490,Thin,psme,0.1339745962155614,4,0.17031250965830336,2001-2003
0490-00042,490,Thin,cedar,0.683772233983162,10,0.1470468517231287,2001-2003
0490-00042,490,Thin,fir,0.3453463292920229,7,0.1797149497464362,2001-2003
0490-00042,490,Thin,psme,0.0,1,0.0,2001-2003
0490-00102,490,Thin,cedar,0.2928932188134524,4,0.22754493028111367,2001-2003
0490-00102,490,Thin,pine,0.0,3,0.0,2001-2003
0490-00102,490,Thin,psme,0.5527864045000421,5,0.22235718810056848,2001-2003
0490-00103,490,Thin,cedar,0.5527864045000421,5,0.22235718810056848,2001-2003
0490-00103,490,Thin,fir,0.2440710539815456,7,0.1623489955927763,2001-2003
0490-00103,490,Thin,oak,0.42264973081037427,3,0.2851998923891174,2001-2003
0490-00103,490,Thin,pine,0.0,2,0.0,2001-2003
0490-00103,490,Thin,psme,0.42264973081037427,6,0.20166677790201853,2001-2003
0490-00104,490,Thin,cedar,0.2928932188134524,2,0.3217971264527913,2001-2003
0490-00104,490,Thin,other_hardwood,0.0,1,0.0,2001-2003
0490-00104,490,Thin,pine,0.0,2,0.0,2001-2003
0490-00104,490,Thin,psme,0.5527864045000421,5,0.22235718810056848,2001-2003
0490-00105,490,Thin,cedar,0.6464466094067263,8,0.1690241811817446,2001-2003
0490-00105,490,Thin,fir,0.2928932188134524,2,0.3217971264527913,2001-2003
0490-00105,490,Thin,pine,0.0,1,0.0,2001-2003
0490-00105,490,Thin,psme,0.0871290708247231,6,0.11513585876544825,2001-2003
0490-00110,490,Thin,cedar,0.5,12,0.14433756729740643,2001-2003
0490-00110,490,Thin,fir,0.4522774424948339,10,0.15739204474977955,2001-2003
0490-00110,490,Thin,oak,0.0,1,0.0,2001-2003
0490-00110,490,Thin,pine,0.0,1,0.0,2001-2003
0490-00110,490,Thin,psme,0.2254033307585166,5,0.18686715561675538,2001-2003
0490-00115,490,Thin,cedar,0.0,1,0.0,2001-2003
0490-00115,490,Thin,fir,0.0,1,0.0,2001-2003
0490-00115,490,Thin,other_hardwood,0.0,1,0.0,2001-2003
0490-00115,490,Thin,pine,0.15484574527148343,7,0.1367315098195847,2001-2003
0490-00115,490,Thin,psme,0.3675444679663241,5,0.21561796401676547,2001-2003
0490-00117,490,Thin,cedar,0.0,1,0.0,2001-2003
0490-00117,490,Thin,fir,0.2254033307585166,5,0.18686715561675538,2001-2003
0490-00117,490,Thin,pine,0.0,1,0.0,2001-2003
0490-00120,490,Thin,cedar,0.04653741075440765,11,0.06351211778055586,2001-2003
0490-00120,490,Thin,fir,0.42264973081037427,3,0.2851998923891174,2001-2003
0490-00120,490,Thin,psme,0.18350341907227397,3,0.2234799873672953,2001-2003
0490-00122,490,Thin,cedar,0.0,4,0.0,2001-2003
0490-00122,490,Thin,fir,0.0,3,0.0,2001-2003
0490-00122,490,Thin,oak,0.0,1,0.0,2001-2003
0490-00122,490,Thin,other_hardwood,0.1339745962155614,8,0.12042913050028567,2001-2003
0490-00122,490,Thin,pine,0.0,3,0.0,2001-2003
0490-00122,490,Thin,psme,0.0,5,0.0,2001-2003
0490-00124,490,Thin,cedar,0.0,1,0.0,2001-2003
0490-00124,490,Thin,fir,0.42264973081037427,6,0.20166677790201853,2001-2003
0490-00124,490,Thin,other_hardwood,0.10557280900008414,5,0.137424299889005,2001-2003
0490-00124,490,Thin,pine,0.18350341907227397,3,0.2234799873672953,2001-2003
0490-00124,490,Thin,psme,0.0,6,0.0,2001-2003
0490-00125,490,Thin,cedar,0.1339745962155614,8,0.12042913050028567,2001-2003
0490-00125,490,Thin,fir,0.14719713457755823,11,0.10682617067405877,2001-2003
0490-00125,490,Thin,psme,0.0,3,0.0,2001-2003
0490-00126,490,Thin,cedar,0.0,7,0.0,2001-2003
0490-00126,490,Thin,fir,0.2928932188134524,4,0.22754493028111367,2001-2003
0490-00126,490,Thin,pine,0.0,3,0.0,2001-2003
0490-00126,490,Thin,psme,0.0,4,0.0,2001-2003
0570-00011,570,Burn+Thin,cedar,0.0,10,0.0,2001-2003
0570-00011,570,Burn+Thin,fir,0.0,1,0.0,2001-2003
0570-00011,570,Burn+Thin,oak,0.0,3,0.0,2001-2003
0570-00011,570,Burn+Thin,pine,0.0,1,0.0,2001-2003
0570-00011,570,Burn+Thin,psme,0.0,5,0.0,2001-2003
0570-00013,570,Burn+Thin,cedar,0.5527864045000421,5,0.22235718810056848,2001-2003
0570-00013,570,Burn+Thin,oak,0.0,1,0.0,2001-2003
0570-00013,570,Burn+Thin,pine,0.2254033307585166,5,0.18686715561675538,2001-2003
0570-00013,570,Burn+Thin,psme,0.0,1,0.0,2001-2003
0570-00017,570,Burn+Thin,cedar,0.5,8,0.1767766952966369,2001-2003
0570-00017,570,Burn+Thin,fir,0.591751709536137,6,0.20065792774321026,2001-2003
0570-00017,570,Burn+Thin,oak,0.2928932188134524,2,0.3217971264527913,2001-2003
0570-00017,570,Burn+Thin,pine,0.0,1,0.0,2001-2003
0570-00023,570,Burn+Thin,cedar,0.5,8,0.1767766952966369,2001-2003
0570-00023,570,Burn+Thin,fir,0.0,1,0.0,2001-2003
0570-00023,570,Burn+Thin,oak,0.2928932188134524,2,0.3217971264527913,2001-2003
0570-00023,570,Burn+Thin,pine,0.0,2,0.0,2001-2003
0570-00025,570,Burn+Thin,cedar,0.18350341907227397,6,0.15802421452689847,2001-2003
0570-00025,570,Burn+Thin,fir,0.42264973081037427,3,0.2851998923891174,2001-2003
0570-00025,570,Burn+Thin,oak,0.3675444679663241,5,0.21561796401676547,2001-2003
0570-00101,570,Burn+Thin,cedar,0.591751709536137,6,0.20065792774321026,2001-2003
0570-00101,570,Burn+Thin,fir,0.2928932188134524,4,0.22754493028111367,2001-2003
0570-00101,570,Burn+Thin,oak,0.0,2,0.0,2001-2003
0570-00101,570,Burn+Thin,pine,0.2254033307585166,5,0.18686715561675538,2001-2003
0570-00101,570,Burn+Thin,psme,0.0,1,0.0,2001-2003
0570-00102,570,Burn+Thin,cedar,0.38762756430420553,8,0.17225433074954696,2001-2003
0570-00102,570,Burn+Thin,oak,0.683772233983162,10,0.1470468517231287,2001-2003
0570-00102,570,Burn+Thin,pine,0.2928932188134524,4,0.22754493028111367,2001-2003
0570-00103,570,Burn+Thin,cedar,0.42264973081037427,3,0.2851998923891174,2001-2003
0570-00103,570,Burn+Thin,fir,0.5527864045000421,5,0.22235718810056848,2001-2003
0570-00103,570,Burn+Thin,pine,0.5,4,0.25,2001-2003
0570-00103,570,Burn+Thin,psme,0.0,1,0.0,2001-2003
0570-00104,570,Burn+Thin,cedar,0.6984886554222364,11,0.13836784100514393,2001-2003
0570-00104,570,Burn+Thin,fir,0.0,1,0.0,2001-2003
0570-00104,570,Burn+Thin,oak,0.18350341907227397,3,0.2234799873672953,2001-2003
0570-00104,570,Burn+Thin,pine,0.0,2,0.0,2001-2003
0570-00104,570,Burn+Thin,psme,0.0,1,0.0,2001-2003
0570-00105,570,Burn+Thin,cedar,0.2928932188134524,2,0.3217971264527913,2001-2003
0570-00105,570,Burn+Thin,fir,0.5669872981077807,16,0.1238730958209397,2001-2003
0570-00105,570,Burn+Thin,oak,0.2254033307585166,5,0.18686715561675538,2001-2003
0570-00105,570,Burn+Thin,pine,0.18350341907227397,3,0.2234799873672953,2001-2003
0570-00106,570,Burn+Thin,cedar,0.42264973081037427,3,0.2851998923891174,2001-2003
0570-00106,570,Burn+Thin,pine,0.1339745962155614,4,0.17031250965830336,2001-2003
0570-00107,570,Burn+Thin,cedar,0.5735985672887791,11,0.14911351712797966,2001-2003
0570-00107,570,Burn+Thin,fir,0.2254033307585166,5,0.18686715561675538,2001-2003
0570-00107,570,Burn+Thin,oak,0.0,1,0.0,2001-2003
0570-00107,570,Burn+Thin,pine,0.0,1,0.0,2001-2003
0570-00110,570,Burn+Thin,cedar,0.0,7,0.0,2001-2003
0570-00110,570,Burn+Thin,fir,0.42264973081037427,9,0.16466023464370924,2001-2003
0570-00110,570,Burn+Thin,oak,0.0,1,0.0,2001-2003
0570-00110,570,Burn+Thin,pine,0.0,1,0.0,2001-2003
0570-00111,570,Burn+Thin,cedar,0.3675444679663241,5,0.21561796401676547,2001-2003
0570-00111,570,Burn+Thin,oak,0.0,4,0.0,2001-2003
0570-00111,570,Burn+Thin,pine,0.20943058495790512,8,0.1438616588263247,2001-2003
